home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Arsenal,Nottingham Forest,corners_total,10.5,0.44566,0.55434,2.1658700539573634,1.685511291373802,10.248073580866407,7.173651506606484,3.0744220742599224,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.05434,4,Arsenal,Nottingham Forest
Bournemouth,Brighton & hove albion,corners_total,9.5,0.4933283333333333,0.5066716666666666,1.956590738919594,1.8385498977749206,9.655208100471231,5.491281753613491,4.163926346857741,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.006671666666666687,4,Bournemouth,Brighton & hove albion
Crystal palace,Sunderland,corners_total,9.5,0.47837166666666664,0.5216283333333334,2.0177650883308416,1.7876226699035782,9.531305464838134,5.304839468090767,4.226465996747367,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.02162833333333336,4,Crystal palace,Sunderland
Everton,Aston villa,corners_total,9.5,0.5071616666666666,0.4928383333333334,1.9032228018941466,1.8883050859730386,9.76646533206597,3.7514657571264336,6.0149995749395355,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.007161666666666622,4,Everton,Aston villa
Fulham,Leeds United,corners_total,8.5,0.557835,0.44216500000000003,1.7303354006948986,2.0960961059678906,9.165566304475949,5.796935589771571,3.3686307147043784,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.05783499999999997,4,Fulham,Leeds United
Newcastle,Wolverhampton wanderers,corners_total,9.5,0.5366166666666666,0.46338333333333337,1.7987545080224343,2.003768016959858,10.016302729518378,6.095626621006711,3.9206761085116666,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.03661666666666663,4,Newcastle,Wolverhampton wanderers
West ham united,Tottenham,corners_total,10.5,0.4487716666666667,0.5512283333333333,2.1508524711823873,1.6947197421282627,10.266666666666666,4.720717257915276,5.54594940875139,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.05122833333333332,4,West ham united,Tottenham
Brentford,Chelsea,corners_total,10.5,0.44846833333333336,0.5515316666666666,2.1523072567293235,1.6938176547031338,10.266666666666667,3.770489935388301,6.496176731278366,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.05153166666666664,4,Brentford,Chelsea
Burnley,Liverpool,corners_total,10.5,0.44288666666666665,0.5571133333333333,2.1794326198876433,1.6773880151559168,10.222670789900771,3.2530604898866207,6.969610300014151,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.05711333333333335,4,Burnley,Liverpool
Manchester city,Manchester united,corners_total,9.5,0.46069333333333334,0.5393066666666666,2.0951934365159146,1.7309510147121956,9.391585506925885,5.893726707603595,3.4978587993222896,9.166666666666666,0.029999999999999995,0.72,0.021599999999999994,0.039306666666666656,4,Manchester city,Manchester united
