home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Liverpool,Bournemouth,corners_total,10.5,0.4653216666666667,0.5346783333333334,2.0743535437778995,1.7454379919998995,10.420902828285882,6.281382323988689,4.139520504297193,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.03467833333333331,1,Liverpool,Bournemouth
Aston villa,Newcastle,corners_total,10.5,0.5134033333333333,0.4865966666666667,1.8800844980489126,1.911647430744875,10.823142704741521,5.990590647047581,4.83255205769394,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.013403333333333323,1,Aston villa,Newcastle
Sunderland,West ham united,corners_total,9.5,0.4424516666666667,0.5575483333333333,2.1815753470171244,1.676120969980271,9.242315789473684,4.588397905728238,4.6539178837454465,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.05754833333333331,1,Sunderland,West ham united
Tottenham,Burnley,corners_total,11.5,0.46065,0.53935,2.09539053130715,1.7308165148457453,11.363206059641788,7.335756653643486,4.027449405998302,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.039349999999999996,1,Tottenham,Burnley
Brighton & hove albion,Fulham,corners_total,9.5,0.44262,0.55738,2.180745669528351,1.6766110553702953,9.242315789473684,4.555736084973789,4.686579704499895,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.05737999999999999,1,Brighton & hove albion,Fulham
Wolverhampton wanderers,Manchester city,corners_total,9.5,0.44991333333333333,0.5500866666666666,2.1453946276615614,1.6981235924380196,9.306322972347843,3.1866357597081487,6.119687212639694,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.05008666666666667,1,Wolverhampton wanderers,Manchester city
Chelsea,Crystal palace,corners_total,9.5,0.5253833333333333,0.4746166666666667,1.8372140625828228,1.9581058827591404,9.922001248477128,6.530655217957692,3.3913460305194363,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.025383333333333313,1,Chelsea,Crystal palace
Nottingham Forest,Brentford,corners_total,10.5,0.49002,0.50998,1.969800514768047,1.827036701705834,10.628633434904007,5.24572387305885,5.382909561845156,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.009979999999999989,1,Nottingham Forest,Brentford
Manchester united,Arsenal,corners_total,9.5,0.4725083333333333,0.5274916666666667,2.0428034389093073,1.7684196418794633,9.480858309271362,3.7599219846194565,5.720936324651905,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.027491666666666692,1,Manchester united,Arsenal
Leeds United,Everton,corners_total,9.5,0.4511016666666667,0.5488983333333333,2.1397430326053,1.7016811317353258,9.312683279684846,4.710492243465025,4.60219103621982,10.50263157894737,0.029999999999999995,0.72,0.021599999999999994,0.04889833333333332,1,Leeds United,Everton
