home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
West ham united,Sunderland,corners_total,9.5,0.48156666666666664,0.5184333333333333,2.0043780333217387,1.7982632161663206,9.55959354828865,5.236941827199045,4.3226517210896045,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.018433333333333357,23,West ham united,Sunderland
Burnley,Tottenham,corners_total,10.5,0.46085,0.53915,2.0944811722830394,1.731437457912597,10.369006799065383,4.209992695602082,6.159014103463301,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.03915000000000002,23,Burnley,Tottenham
Fulham,Brighton & hove albion,corners_total,9.5,0.478315,0.521685,2.0180041358657754,1.787435085059782,9.526692302321106,4.785873114629089,4.740819187692017,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.02168500000000001,23,Fulham,Brighton & hove albion
Manchester city,Wolverhampton wanderers,corners_total,9.5,0.48592833333333335,0.5140716666666667,1.98638684356055,1.8129953744577936,9.593275107770529,6.71529257543937,2.877982532331159,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.014071666666666649,23,Manchester city,Wolverhampton wanderers
Bournemouth,Liverpool,corners_total,9.5,0.5588066666666667,0.4411933333333333,1.727326651280655,2.100528322657155,10.204511987541231,4.8372292866062345,5.3672827009349975,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.058806666666666674,23,Bournemouth,Liverpool
Brentford,Nottingham Forest,corners_total,10.5,0.4553466666666667,0.5446533333333333,2.1197951339198826,1.7145121282506537,10.326647548710866,5.464711865846805,4.861935682864061,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.04465333333333332,23,Brentford,Nottingham Forest
Crystal palace,Chelsea,corners_total,9.5,0.47330833333333333,0.5266916666666667,2.0393506310121423,1.771015384321696,9.489260938613713,3.8775350856884456,5.611725852925267,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.02669166666666667,23,Crystal palace,Chelsea
Newcastle,Aston villa,corners_total,10.5,0.52728,0.47272000000000003,1.8306054624613841,1.9656690120122489,10.95322900600146,5.659815543686904,5.293413462314555,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.02727999999999997,23,Newcastle,Aston villa
Arsenal,Manchester united,corners_total,8.5,0.5619966666666667,0.4380033333333333,1.7175220165836784,2.115212076301678,9.203656223792539,6.006639293092913,3.197016930699626,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.0619966666666667,23,Arsenal,Manchester united
Everton,Leeds United,corners_total,8.5,0.527355,0.472645,1.8303451152385748,1.9659692822790598,8.904385786333492,4.347732509114125,4.556653277219367,9.804545454545455,0.029999999999999995,0.72,0.021599999999999994,0.027355000000000018,23,Everton,Leeds United
