home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Fulham,Manchester city,corners_total,9.5,0.4565416666666667,0.5434583333333334,2.1142465599999385,1.7181591285433329,9.353034571046559,4.1289102540513944,5.224124316995164,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.04345833333333332,14,Fulham,Manchester city
Bournemouth,Everton,corners_total,10.5,0.473655,0.5263450000000001,2.037858036432928,1.7721425740564354,10.488968445376916,6.718921959501564,3.7700464858753513,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.026345000000000007,14,Bournemouth,Everton
Newcastle,Tottenham,corners_total,10.5,0.5335233333333333,0.46647666666666665,1.8091835688160567,1.9909828726817975,11.01046153846154,5.710762202284084,5.299699336177456,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.03352333333333335,14,Newcastle,Tottenham
Arsenal,Brentford,corners_total,9.5,0.5503883333333334,0.44961166666666663,1.7537465636322933,2.062739531521957,10.141863350401051,7.039187247085848,3.102676103315203,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.05038833333333337,14,Arsenal,Brentford
Brighton & hove albion,Aston villa,corners_total,9.5,0.49041,0.50959,1.9682340250945913,1.8283864221106922,9.626666811633141,4.9227252905287635,4.703941521104378,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.009589999999999987,14,Brighton & hove albion,Aston villa
Wolverhampton wanderers,Nottingham Forest,corners_total,9.5,0.467955,0.532045,2.062680489035567,1.7537892444293515,9.449006483618517,4.670779912565366,4.778226571053151,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.03204499999999999,14,Wolverhampton wanderers,Nottingham Forest
Burnley,Crystal palace,corners_total,9.5,0.43992,0.56008,2.194129951460808,1.6687846859650473,9.215801605179088,4.168588290595811,5.047213314583277,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.06008000000000002,14,Burnley,Crystal palace
Liverpool,Sunderland,corners_total,9.5,0.5425883333333333,0.45741166666666666,1.7789576165723648,2.0289199787277465,10.0715448442253,6.870900501204966,3.200644343020334,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.04258833333333334,14,Liverpool,Sunderland
Leeds United,Chelsea,corners_total,8.5,0.5305816666666666,0.4694183333333334,1.81921409820035,1.9789750229693783,8.947480075396797,3.334219134484404,5.613260940912392,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.030581666666666618,14,Leeds United,Chelsea
Manchester united,West ham united,corners_total,9.5,0.497365,0.5026349999999999,1.9407108426339577,1.8527957952109728,9.690457012226979,5.719009353112886,3.971447659114093,9.830769230769231,0.029999999999999995,0.72,0.021599999999999994,0.0026349999999999985,14,Manchester united,West ham united
