home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Manchester united,Newcastle,corners_total,10.5,0.49590833333333334,0.5040916666666666,1.9464114300290145,1.8476296500013092,10.673927099260771,5.601339689477942,5.072587409782829,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.00409166666666666,18,Manchester united,Newcastle
Nottingham Forest,Manchester city,corners_total,9.5,0.49559166666666665,0.5044083333333333,1.9476551224898968,1.8465103848669606,9.670609638600126,3.8021180052816987,5.868491633318428,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.004408333333333347,18,Nottingham Forest,Manchester city
Burnley,Everton,corners_total,9.5,0.4733133333333333,0.5266866666666667,2.0393290876656174,1.771031631674219,9.487891003373603,4.472731907184777,5.015159096188826,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.026686666666666692,18,Burnley,Everton
Liverpool,Wolverhampton wanderers,corners_total,9.5,0.51543,0.48456999999999995,1.872692020733443,1.9193512935347223,9.850111130152666,6.848819488791698,3.001291641360967,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.015430000000000055,18,Liverpool,Wolverhampton wanderers
West ham united,Fulham,corners_total,9.5,0.5101316666666666,0.48986833333333335,1.892142188611382,1.8993406726953064,9.787407058715504,4.521689841118853,5.2657172175966505,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.01013166666666665,18,West ham united,Fulham
Arsenal,Brighton & hove albion,corners_total,8.5,0.5436266666666667,0.4563733333333333,1.7755597865814259,2.0333578989356,9.049320151837996,5.837046568990652,3.2122735828473443,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.0436266666666667,18,Arsenal,Brighton & hove albion
Brentford,Bournemouth,corners_total,10.5,0.4452183333333333,0.5547816666666667,2.1680186460874378,1.6842123573678263,10.237442889591854,4.74935939427846,5.488083495313394,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.05478166666666667,18,Brentford,Bournemouth
Chelsea,Aston villa,corners_total,9.5,0.4985616666666667,0.5014383333333333,1.9360526746874616,1.8570615018473962,9.701005087321642,5.555231719853094,4.145773367468548,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.0014383333333333193,18,Chelsea,Aston villa
Sunderland,Leeds United,corners_total,8.5,0.4771916666666667,0.5228083333333333,2.022754619729959,1.783724600114909,8.520470588235293,4.1962733797751826,4.32419720846011,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.02280833333333332,18,Sunderland,Leeds United
Crystal palace,Tottenham,corners_total,10.5,0.4730066666666667,0.5269933333333333,2.0406512556129695,1.770035678641035,10.474477899673566,4.8192043118836,5.655273587789966,9.68235294117647,0.029999999999999995,0.72,0.021599999999999994,0.026993333333333314,18,Crystal palace,Tottenham
