home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Aston villa,Leeds United,corners_total,9.5,0.47705333333333333,0.5229466666666667,1.9765045660323008,1.7419893671310263,9.52310206298262,5.706297389225907,3.8168046737567125,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.02294666666666667,27,Aston villa,Leeds United
Brentford,Brighton & hove albion,corners_total,9.5,0.519085,0.480915,1.81646183491001,1.8886482728325522,9.864954896139547,4.808911861133481,5.0560430350060654,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.01908500000000002,27,Brentford,Brighton & hove albion
Chelsea,Burnley,corners_total,9.5,0.514835,0.48516499999999996,1.831456858166718,1.8727061956846245,9.830707412431687,6.785200323606173,3.0455070888255147,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.014835000000000043,27,Chelsea,Burnley
West ham united,Bournemouth,corners_total,10.5,0.4981233333333333,0.5018766666666667,1.8929008710846629,1.8125454030841923,10.692250508691096,4.734833850421514,5.957416658269583,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.0018766666666666931,27,West ham united,Bournemouth
Manchester city,Newcastle,corners_total,10.5,0.47202666666666665,0.5279733333333334,1.9975525921719024,1.72596090760955,10.474101191848492,6.025381780355743,4.448719411492749,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.02797333333333335,27,Manchester city,Newcastle
Crystal palace,Wolverhampton wanderers,corners_total,8.5,0.5400916666666666,0.45990833333333336,1.745811220146449,1.9716073478824783,9.020725233712495,5.168222112124752,3.8525031215877426,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.04009166666666664,27,Crystal palace,Wolverhampton wanderers
Sunderland,Fulham,corners_total,8.5,0.5613333333333334,0.43866666666666665,1.679747194015907,2.063249661131876,9.185676070105165,4.109688398674611,5.075987671430554,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.06133333333333335,27,Sunderland,Fulham
Nottingham Forest,Liverpool,corners_total,10.5,0.467945,0.532055,2.014976314682842,1.7131611440138441,10.434433565309352,4.330766470623849,6.103667094685503,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.032055,27,Nottingham Forest,Liverpool
Tottenham,Arsenal,corners_total,9.5,0.499185,0.500815,1.8888750494791762,1.8162521117354433,9.694825644417183,3.8291427151193376,5.8656829292978445,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.0008150000000000102,27,Tottenham,Arsenal
Everton,Manchester united,corners_total,9.5,0.45568,0.54432,2.0692110506808783,1.6758165715210411,9.345545708081337,4.416214591710387,4.92933111637095,9.846153846153847,0.029999999999999995,0.68,0.020399999999999998,0.044320000000000026,27,Everton,Manchester united
