home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Bournemouth,Fulham,corners_total,9.5,0.518265,0.481735,1.8624480685491762,1.930232602128638,9.859382097832075,5.360422693583221,4.498959404248854,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.018264999999999976,7,Bournemouth,Fulham
Leeds United,Tottenham,corners_total,10.5,0.461065,0.5389349999999999,2.093504491224965,1.7321054688127373,10.371083581660162,4.465573309545003,5.905510272115159,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.038935,7,Leeds United,Tottenham
Arsenal,West ham united,corners_total,10.5,0.44576666666666664,0.5542333333333334,2.165351786988646,1.6858252966196825,10.247657743469045,7.173360420428331,3.074297323040714,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.054233333333333356,7,Arsenal,West ham united
Manchester united,Sunderland,corners_total,9.5,0.52094,0.47906000000000004,1.8528844938891977,1.9406135362949202,9.881443194172354,6.2554173747241375,3.626025819448216,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.02093999999999996,7,Manchester united,Sunderland
Chelsea,Liverpool,corners_total,9.5,0.5076316666666667,0.4923683333333333,1.901460668489893,1.890042909338929,9.771133748580015,4.876494209881027,4.894639538698987,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.007631666666666703,7,Chelsea,Liverpool
Everton,Crystal palace,corners_total,9.5,0.4629,0.5371,2.0852055481672904,1.737827907076625,9.40725718089825,4.840001515066901,4.5672556658313495,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.03710000000000002,7,Everton,Crystal palace
Aston villa,Burnley,corners_total,10.5,0.46779333333333334,0.5322066666666667,2.0633933394660864,1.7532742391448422,10.441863857031185,6.961702751248702,3.4801611057824835,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.03220666666666666,7,Aston villa,Burnley
Newcastle,Nottingham Forest,corners_total,10.5,0.5474966666666666,0.45250333333333337,1.7630091779797235,2.0500710233746413,11.131401676383224,6.881296372383637,4.250105303999587,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.04749666666666663,7,Newcastle,Nottingham Forest
Wolverhampton wanderers,Brighton & hove albion,corners_total,8.5,0.5297633333333334,0.47023666666666664,1.8220242653888943,1.9756603035254434,8.937435436555166,4.098836031708283,4.8385994048468834,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.029763333333333364,7,Wolverhampton wanderers,Brighton & hove albion
Brentford,Manchester city,corners_total,9.5,0.517905,0.48209500000000005,1.8637426714293908,1.928844014784663,9.85943367037656,3.6737528662258496,6.185680804150712,9.966666666666667,0.029999999999999995,0.72,0.021599999999999994,0.01790499999999995,7,Brentford,Manchester city
