home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
Brighton & hove albion,Leeds United,corners_total,8.5,0.4862,0.5138,1.9852769400383352,1.813920957429274,8.595840876265324,5.232628571494846,3.3632123047704785,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.013799999999999979,10,Brighton & hove albion,Leeds United
Crystal palace,Brentford,corners_total,9.5,0.5303966666666666,0.4696033333333334,1.8198486319923552,1.9782246941845154,9.961738142385048,4.972715388461482,4.989022753923566,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.030396666666666627,10,Crystal palace,Brentford
Fulham,Wolverhampton wanderers,corners_total,8.5,0.562205,0.43779500000000005,1.7168855635340108,2.116178191383272,9.199928164716535,5.586739475162743,3.6131886895537924,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.062204999999999955,10,Fulham,Wolverhampton wanderers
Burnley,Arsenal,corners_total,10.5,0.4571766666666667,0.5428233333333333,2.1113099565739835,1.720103394220128,10.349815276761365,3.1049445830284097,7.244870693732955,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.042823333333333324,10,Burnley,Arsenal
Nottingham Forest,Manchester united,corners_total,9.5,0.4967933333333333,0.5032066666666667,1.942944044297371,1.850764908816889,9.673491070386945,4.328804954299778,5.344686116087166,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.003206666666666691,10,Nottingham Forest,Manchester united
Tottenham,Chelsea,corners_total,10.5,0.52481,0.47519,1.8392211433597656,1.9558311066370582,10.926222222222224,4.883503975375343,6.0427182468468805,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.02481,10,Tottenham,Chelsea
Liverpool,Aston villa,corners_total,10.5,0.44813333333333333,0.5518666666666667,2.1539162040612285,1.6928225086275772,10.273098791118095,6.054337176578413,4.218761614539682,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.05186666666666667,10,Liverpool,Aston villa
West ham united,Newcastle,corners_total,10.5,0.481035,0.518965,2.0065933835305927,1.7964837901179656,10.540924632942577,4.484427771393104,6.056496861549474,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.01896500000000001,10,West ham united,Newcastle
Manchester city,Bournemouth,corners_total,9.5,0.48554166666666665,0.5144583333333334,1.9879687254714948,1.8116796081118398,9.592380924281635,5.563568797230686,4.028812127050949,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.01445833333333335,10,Manchester city,Bournemouth
Sunderland,Everton,corners_total,9.5,0.453985,0.5460149999999999,2.12615317300492,1.710375307214951,9.33511103217125,4.603933856783363,4.731177175387887,9.755555555555556,0.029999999999999995,0.72,0.021599999999999994,0.04601499999999997,10,Sunderland,Everton
