home,away,market,line,p_over,p_under,bookmaker_odds_over,bookmaker_odds_under,mu_match,mu_home,mu_away,mu_league,alpha_base,alpha_squeeze,alpha_used,p_over_absdiff_5050,gameweek,home_team,away_team
West ham united,Nottingham Forest,corners_total,9.5,0.5487666666666666,0.4512333333333334,1.7589290802040431,2.055615729176059,10.111532993679736,5.072821048969342,5.0387119447103945,9.755,0.029999999999999995,0.72,0.021599999999999994,0.048766666666666625,21,West ham united,Nottingham Forest
Crystal palace,Aston villa,corners_total,9.5,0.47841,0.52159,2.017603411815469,1.7877495878607466,9.531052296698158,4.265834183162162,5.265218113535997,9.755,0.029999999999999995,0.72,0.021599999999999994,0.021589999999999998,21,Crystal palace,Aston villa
Everton,Wolverhampton wanderers,corners_total,8.5,0.5582366666666667,0.4417633333333333,1.7290903766860624,2.09792602174086,9.171989713506804,5.16060026911781,4.0113894443889935,9.755,0.029999999999999995,0.72,0.021599999999999994,0.058236666666666714,21,Everton,Wolverhampton wanderers
Manchester city,Brighton & hove albion,corners_total,9.5,0.44136333333333333,0.5586366666666667,2.1869547725153997,1.6729592994351687,9.236700731700193,5.725377176243566,3.5113235554566264,9.755,0.029999999999999995,0.72,0.021599999999999994,0.05863666666666667,21,Manchester city,Brighton & hove albion
Bournemouth,Tottenham,corners_total,10.5,0.5238383333333333,0.4761616666666667,1.8426327109444807,1.9519879354475889,10.925600000000001,6.177039844806328,4.748560155193673,9.755,0.029999999999999995,0.72,0.021599999999999994,0.023838333333333295,21,Bournemouth,Tottenham
Fulham,Chelsea,corners_total,9.5,0.486235,0.513765,1.9851340365186352,1.8140402730417122,9.592716027597573,4.355150381219438,5.237565646378135,9.755,0.029999999999999995,0.72,0.021599999999999994,0.013765000000000027,21,Fulham,Chelsea
Brentford,Sunderland,corners_total,9.5,0.48087,0.51913,2.0072819020663353,1.795932270267061,9.545283861036488,5.385429056291906,4.159854804744582,9.755,0.029999999999999995,0.72,0.021599999999999994,0.01912999999999998,21,Brentford,Sunderland
Burnley,Manchester united,corners_total,9.5,0.4858,0.5142,1.9869115855221051,1.8125584642998358,9.587924708469743,4.100741762512768,5.487182945956975,9.755,0.029999999999999995,0.72,0.021599999999999994,0.01419999999999999,21,Burnley,Manchester united
Newcastle,Leeds United,corners_total,9.5,0.5537083333333334,0.44629166666666664,1.7432312106192585,2.0774790424758174,10.156603028871501,5.897239208328767,4.259363820542735,9.755,0.029999999999999995,0.72,0.021599999999999994,0.05370833333333336,21,Newcastle,Leeds United
Arsenal,Liverpool,corners_total,8.5,0.5493916666666666,0.4506083333333334,1.7569280839352108,2.0583554497465637,9.095361542792444,5.198789547981494,3.8965719948109507,9.755,0.029999999999999995,0.72,0.021599999999999994,0.04939166666666661,21,Arsenal,Liverpool
